unix_timestamp,datetime,elapsed_sec,lat,lon,alt_asl_m,alt_agl_m,fix_type,satellites,ground_speed_mps,heading_deg,climb_rate_mps,roll_deg,pitch_deg,yaw_deg,flight_mode,battery_v,battery_pct,battery_current_a,system_id
1780234291.308334,2026-05-31 19:01:31.308,0.064,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.8,UNKNOWN,,,,1
1780234291.9122224,2026-05-31 19:01:31.912,0.668,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.8,UNKNOWN,,,,1
1780234292.5138135,2026-05-31 19:01:32.513,1.27,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.8,LOITER,,,,1
1780234293.0858204,2026-05-31 19:01:33.085,1.842,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234293.5938098,2026-05-31 19:01:33.593,2.35,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234294.103418,2026-05-31 19:01:34.103,2.859,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234294.6139994,2026-05-31 19:01:34.614,3.37,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234295.1860137,2026-05-31 19:01:35.186,3.942,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234295.6935952,2026-05-31 19:01:35.693,4.449,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234296.202201,2026-05-31 19:01:36.202,4.958,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234296.71187,2026-05-31 19:01:36.711,5.468,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.7,LOITER,,,,1
1780234297.22057,2026-05-31 19:01:37.220,5.976,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.01,-0.0,-0.0,34.6,LOITER,,,,1
1780234297.7939234,2026-05-31 19:01:37.793,6.55,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.6,LOITER,,,,1
1780234298.3030372,2026-05-31 19:01:38.303,7.059,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.6,LOITER,,,,1
1780234298.8126538,2026-05-31 19:01:38.812,7.568,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.6,LOITER,,,,1
1780234299.3846004,2026-05-31 19:01:39.384,8.14,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.6,GUIDED,,,,1
1780234299.8936367,2026-05-31 19:01:39.893,8.649,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.6,GUIDED,,,,1
1780234300.402837,2026-05-31 19:01:40.402,9.159,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.6,GUIDED,,,,1
1780234300.9127188,2026-05-31 19:01:40.912,9.668,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.6,GUIDED,,,,1
1780234301.5189533,2026-05-31 19:01:41.518,10.275,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234302.0907753,2026-05-31 19:01:42.090,10.846,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234302.5989504,2026-05-31 19:01:42.598,11.355,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234303.109097,2026-05-31 19:01:43.109,11.865,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234303.6181173,2026-05-31 19:01:43.618,12.374,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234304.190335,2026-05-31 19:01:44.190,12.946,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234304.7007327,2026-05-31 19:01:44.700,13.456,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234305.2094991,2026-05-31 19:01:45.209,13.965,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234305.7199955,2026-05-31 19:01:45.719,14.476,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.5,GUIDED,,,,1
1780234306.2282755,2026-05-31 19:01:46.228,14.984,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234306.801846,2026-05-31 19:01:46.801,15.558,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234307.3109438,2026-05-31 19:01:47.310,16.067,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234307.918183,2026-05-31 19:01:47.918,16.674,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234308.4921565,2026-05-31 19:01:48.492,17.248,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234309.0007775,2026-05-31 19:01:49.000,17.756,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234309.5098963,2026-05-31 19:01:49.509,18.266,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234310.115833,2026-05-31 19:01:50.115,18.872,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234310.721765,2026-05-31 19:01:50.721,19.477,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234311.2309873,2026-05-31 19:01:51.230,19.987,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.4,GUIDED,,,,1
1780234311.8045285,2026-05-31 19:01:51.804,20.56,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,0.0,-0.0,-0.0,34.3,GUIDED,,,,1
1780234312.3134174,2026-05-31 19:01:52.313,21.069,12.9294233,80.046459,17.44,0.0,6,10,0.02,34,-0.0,-0.0,-0.0,34.3,GUIDED,,,,1
